"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2008","1000","Argentine peso","2008","Western calendar year","4261584247.17665",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2007","1000","Argentine peso","2008","Western calendar year","8141734000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2007","1000","Argentine peso","2008","Western calendar year","3543482188.79166",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2007","1000","Argentine peso","2008","Western calendar year","3543482188.79166",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2007","1000","Argentine peso","2008","Western calendar year","12447561000",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2007","1000","Argentine peso","2008","Western calendar year","1628936000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2006","1000","Argentine peso","2008","Western calendar year","6365866000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2006","1000","Argentine peso","2008","Western calendar year","2697011334.35833",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2006","1000","Argentine peso","2008","Western calendar year","2697011334.35833",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2006","1000","Argentine peso","2008","Western calendar year","10711818000",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2006","1000","Argentine peso","2008","Western calendar year","1133960000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2005","1000","Argentine peso","2008","Western calendar year","5072505000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2005","1000","Argentine peso","2008","Western calendar year","2628391944.10729",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2005","1000","Argentine peso","2008","Western calendar year","2628391944.10729",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2005","1000","Argentine peso","2008","Western calendar year","7557957000",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2005","1000","Argentine peso","2008","Western calendar year","1399540000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2004","1000","Argentine peso","2008","Western calendar year","4095668000",""
"Argentina","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2004","1000","Argentine peso","2008","Western calendar year","1903274226.56518",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2004","1000","Argentine peso","2008","Western calendar year","1903274226.56518",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2004","1000","Argentine peso","2008","Western calendar year","4399261000",""
"Argentina","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2004","1000","Argentine peso","2008","Western calendar year","1071078000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2014","1000","dram","2008","Western calendar year","-99958000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2014","1000","dram","2008","Western calendar year","17424100000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2014","1000","dram","2008","Western calendar year","74589800000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2014","1000","dram","2008","Western calendar year","29706800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2014","1000","dram","2008","Western calendar year","29706800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2014","1000","dram","2008","Western calendar year","291631100000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2014","1000","dram","2008","Western calendar year","197288600000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2013","1000","dram","2008","Western calendar year","-91572000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2013","1000","dram","2008","Western calendar year","14892900000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2013","1000","dram","2008","Western calendar year","70531400000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2013","1000","dram","2008","Western calendar year","18707000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2013","1000","dram","2008","Western calendar year","18707000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2013","1000","dram","2008","Western calendar year","274456000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2013","1000","dram","2008","Western calendar year","176772800000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2012","1000","dram","2008","Western calendar year","-92970200000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2012","300","dram","1993","Western calendar year","-109012900000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2012","1000","dram","2008","Western calendar year","13404100000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2012","300","dram","1993","Western calendar year","13369700000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2012","1000","dram","2008","Western calendar year","62095100000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2012","300","dram","1993","Western calendar year","62129500000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2012","1000","dram","2008","Western calendar year","13406200000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2012","300","dram","1993","Western calendar year","7535599999.99998","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2012","1000","dram","2008","Western calendar year","13406200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2012","300","dram","1993","Western calendar year","7535599999.99998","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2012","1000","dram","2008","Western calendar year","240470900000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2012","300","dram","1993","Western calendar year","240470900000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2012","1000","dram","2008","Western calendar year","130082600000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2012","300","dram","1993","Western calendar year","130082600000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2011","300","dram","1993","Western calendar year","-96186200000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2011","300","dram","1993","Western calendar year","11244800000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2011","300","dram","1993","Western calendar year","50842300000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2011","300","dram","1993","Western calendar year","3116299999.99999","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2011","300","dram","1993","Western calendar year","3116299999.99999","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2011","300","dram","1993","Western calendar year","213237100000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2011","300","dram","1993","Western calendar year","95694500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2010","300","dram","1993","Western calendar year","-64228800000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2010","300","dram","1993","Western calendar year","8970700000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2010","300","dram","1993","Western calendar year","41638600000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2010","300","dram","1993","Western calendar year","18591400000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2010","300","dram","1993","Western calendar year","18591400000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2010","300","dram","1993","Western calendar year","179100300000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2010","300","dram","1993","Western calendar year","78521100000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2009","300","dram","1993","Western calendar year","-50579500000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2009","300","dram","1993","Western calendar year","7915500000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2009","300","dram","1993","Western calendar year","37619600000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2009","300","dram","1993","Western calendar year","33645200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2009","300","dram","1993","Western calendar year","33645200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2009","300","dram","1993","Western calendar year","157455200000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2009","300","dram","1993","Western calendar year","66015800000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2008","300","dram","1993","Western calendar year","-55013000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2008","300","dram","1993","Western calendar year","6530600000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2008","300","dram","1993","Western calendar year","36599100000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2008","300","dram","1993","Western calendar year","28790800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2008","300","dram","1993","Western calendar year","28790800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2008","300","dram","1993","Western calendar year","126645000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2008","300","dram","1993","Western calendar year","42746500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2007","300","dram","1993","Western calendar year","-44390800000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2007","300","dram","1993","Western calendar year","5011300000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2007","300","dram","1993","Western calendar year","25105000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2007","300","dram","1993","Western calendar year","8796800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2007","300","dram","1993","Western calendar year","8796800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2007","300","dram","1993","Western calendar year","101492100000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2007","300","dram","1993","Western calendar year","23852500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2006","300","dram","1993","Western calendar year","-28035900000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2006","300","dram","1993","Western calendar year","4075700000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2006","300","dram","1993","Western calendar year","20218200000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2006","300","dram","1993","Western calendar year","5464000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2006","300","dram","1993","Western calendar year","5464000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2006","300","dram","1993","Western calendar year","66082500000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2006","300","dram","1993","Western calendar year","13829800000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2005","300","dram","1993","Western calendar year","-26248700000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2005","300","dram","1993","Western calendar year","3786100000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2005","300","dram","1993","Western calendar year","12725000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2005","300","dram","1993","Western calendar year","-1098800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2005","300","dram","1993","Western calendar year","-1098800000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2005","300","dram","1993","Western calendar year","49037900000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2005","300","dram","1993","Western calendar year","13056500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2004","300","dram","1993","Western calendar year","-24168800000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2004","200","dram","1993","Western calendar year","-24168800000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2004","300","dram","1993","Western calendar year","3167200000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2004","200","dram","1993","Western calendar year","3167200000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2004","300","dram","1993","Western calendar year","12060200000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2004","200","dram","1993","Western calendar year","12060200000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2004","300","dram","1993","Western calendar year","-6259900000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2004","200","dram","1993","Western calendar year","-6259900000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2004","300","dram","1993","Western calendar year","-6259900000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2004","200","dram","1993","Western calendar year","-6259900000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2004","300","dram","1993","Western calendar year","38139500000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2004","200","dram","1993","Western calendar year","38343300000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2004","300","dram","1993","Western calendar year","10259900000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2004","200","dram","1993","Western calendar year","18337500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2003","300","dram","1993","Western calendar year","-18330100000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2003","200","dram","1993","Western calendar year","-18330100000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2003","300","dram","1993","Western calendar year","2652400000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2003","200","dram","1993","Western calendar year","2652400000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2003","300","dram","1993","Western calendar year","9822500000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2003","200","dram","1993","Western calendar year","9822500000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2003","300","dram","1993","Western calendar year","-5807200000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2003","200","dram","1993","Western calendar year","-5807200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2003","300","dram","1993","Western calendar year","-5807200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2003","200","dram","1993","Western calendar year","-5807200000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2003","300","dram","1993","Western calendar year","28181600000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2003","200","dram","1993","Western calendar year","28181600000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2003","300","dram","1993","Western calendar year","9851500000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2003","200","dram","1993","Western calendar year","9851500000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2002","300","dram","1993","Western calendar year","-14937300000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2002","200","dram","1993","Western calendar year","-14937300000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2002","300","dram","1993","Western calendar year","2762200000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2002","200","dram","1993","Western calendar year","2762200000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2002","300","dram","1993","Western calendar year","9070000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2002","200","dram","1993","Western calendar year","9070000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2002","300","dram","1993","Western calendar year","-4175100000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2002","200","dram","1993","Western calendar year","-4175100000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2002","300","dram","1993","Western calendar year","-4175100000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2002","200","dram","1993","Western calendar year","-4175100000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2002","300","dram","1993","Western calendar year","28183500000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2002","200","dram","1993","Western calendar year","28183500000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2002","300","dram","1993","Western calendar year","13246200000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2002","200","dram","1993","Western calendar year","13246200000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2001","300","dram","1993","Western calendar year","-16866000000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2001","200","dram","1993","Western calendar year","-16866000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2001","300","dram","1993","Western calendar year","1673000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2001","200","dram","1993","Western calendar year","1673000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2001","300","dram","1993","Western calendar year","8103000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2001","200","dram","1993","Western calendar year","8103000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2001","300","dram","1993","Western calendar year","-3675000000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2001","200","dram","1993","Western calendar year","-3675000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2001","300","dram","1993","Western calendar year","-3675000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2001","200","dram","1993","Western calendar year","-3675000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","300","dram","1993","Western calendar year","34011000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","200","dram","1993","Western calendar year","34011000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","300","dram","1993","Western calendar year","17162000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","200","dram","1993","Western calendar year","17162000000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2000","300","dram","1993","Western calendar year","-15989000000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","2000","200","dram","1993","Western calendar year","-15989000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2000","300","dram","1993","Western calendar year","1390000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2000","200","dram","1993","Western calendar year","1390000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2000","300","dram","1993","Western calendar year","5152000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","Compensation of employees","D.1","2000","200","dram","1993","Western calendar year","5152000000",""
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2000","300","dram","1993","Western calendar year","-2505000000","1"
"Armenia","4.4","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2000","200","dram","1993","Western calendar year","-2505000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2000","300","dram","1993","Western calendar year","-2505000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2000","200","dram","1993","Western calendar year","-2505000000","1"
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","300","dram","1993","Western calendar year","37168000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","200","dram","1993","Western calendar year","37168000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","300","dram","1993","Western calendar year","21179000000",""
"Armenia","4.4","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","200","dram","1993","Western calendar year","21179000000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","1999","300","dram","1993","Western calendar year","-17882000000",""
"Armenia","4.4","I. Production account  -  Resources","Adjustment for FISIM","","1999","200","dram","1993","Western calendar year","-17882000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","1999","300","dram","1993","Western calendar year","1722000000",""
"Armenia","4.4","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","1999","200","dram","1993","Western calendar year","1722000000",""
