"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2001","200","Australian dollar     ","1993","Fiscal year beginning 1 July","157509000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2001","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","156696000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","1000","Australian dollar","2008","Fiscal year beginning 1 July","77730000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","300","Australian dollar","1993","Fiscal year beginning 1 July","76374000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","200","Australian dollar     ","1993","Fiscal year beginning 1 July","84049000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2001","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","84052000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","1000","Australian dollar","2008","Fiscal year beginning 1 July","126685000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","300","Australian dollar","1993","Fiscal year beginning 1 July","123330000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","200","Australian dollar     ","1993","Fiscal year beginning 1 July","127205000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2001","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","127197000000",""
"Australia","4.8","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","2000","1000","Australian dollar","2008","Fiscal year beginning 1 July","54884000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2000","300","Australian dollar","1993","Fiscal year beginning 1 July","149719000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2000","200","Australian dollar     ","1993","Fiscal year beginning 1 July","144875000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","2000","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","144539000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2000","300","Australian dollar","1993","Fiscal year beginning 1 July","149719000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2000","200","Australian dollar     ","1993","Fiscal year beginning 1 July","144875000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","2000","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","144539000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","1000","Australian dollar","2008","Fiscal year beginning 1 July","85388000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","300","Australian dollar","1993","Fiscal year beginning 1 July","82353000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","200","Australian dollar     ","1993","Fiscal year beginning 1 July","93606000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","2000","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","93606000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","1000","Australian dollar","2008","Fiscal year beginning 1 July","133319000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","300","Australian dollar","1993","Fiscal year beginning 1 July","124842000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","200","Australian dollar     ","1993","Fiscal year beginning 1 July","137372000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","2000","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","137352000000",""
"Australia","4.8","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","1999","1000","Australian dollar","2008","Fiscal year beginning 1 July","51525000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1999","300","Australian dollar","1993","Fiscal year beginning 1 July","139555000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1999","200","Australian dollar     ","1993","Fiscal year beginning 1 July","134657000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1999","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","134663000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1999","300","Australian dollar","1993","Fiscal year beginning 1 July","139555000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1999","200","Australian dollar     ","1993","Fiscal year beginning 1 July","134657000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1999","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","134663000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1999","1000","Australian dollar","2008","Fiscal year beginning 1 July","75928000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1999","300","Australian dollar","1993","Fiscal year beginning 1 July","74796000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1999","200","Australian dollar     ","1993","Fiscal year beginning 1 July","88177000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1999","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","88177000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1999","1000","Australian dollar","2008","Fiscal year beginning 1 July","123750000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1999","300","Australian dollar","1993","Fiscal year beginning 1 July","119860000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1999","200","Australian dollar     ","1993","Fiscal year beginning 1 July","133948000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1999","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","133937000000",""
"Australia","4.8","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","1998","1000","Australian dollar","2008","Fiscal year beginning 1 July","49199000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1998","300","Australian dollar","1993","Fiscal year beginning 1 July","125271000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1998","200","Australian dollar     ","1993","Fiscal year beginning 1 July","123328000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1998","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","123372000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1998","300","Australian dollar","1993","Fiscal year beginning 1 July","125271000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1998","200","Australian dollar     ","1993","Fiscal year beginning 1 July","123328000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1998","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","123372000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1998","1000","Australian dollar","2008","Fiscal year beginning 1 July","60663000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1998","300","Australian dollar","1993","Fiscal year beginning 1 July","62469000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1998","200","Australian dollar     ","1993","Fiscal year beginning 1 July","74205000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","Property income","D.4","1998","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","74205000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1998","1000","Australian dollar","2008","Fiscal year beginning 1 July","104516000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1998","300","Australian dollar","1993","Fiscal year beginning 1 July","105591000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1998","200","Australian dollar     ","1993","Fiscal year beginning 1 July","117948000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Uses","Property income","D.4","1998","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","117938000000",""
"Australia","4.8","I. Production account  -  Uses","Less: Consumption of fixed capital","K.1","1997","1000","Australian dollar","2008","Fiscal year beginning 1 July","46086000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1997","300","Australian dollar","1993","Fiscal year beginning 1 July","118790000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1997","200","Australian dollar     ","1993","Fiscal year beginning 1 July","120576000000",""
"Australia","4.8","II.1.1 Generation of income account  -  Uses","OPERATING SURPLUS, GROSS","B.2g","1997","100","Australian dollar                       ","1993","Fiscal year beginning 1 July","120633000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1997","300","Australian dollar","1993","Fiscal year beginning 1 July","118790000000",""
"Australia","4.8","II.1.2 Allocation of primary income account  -  Resources","OPERATING SURPLUS, GROSS","B.2g","1997","200","Australian dollar     ","1993","Fiscal year beginning 1 July","120576000000",""
