"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2013","1000","dram","2008","Western calendar year","1977513600000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2013","1000","dram","2008","Western calendar year","77631200000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2013","1000","dram","2008","Western calendar year","101782000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2012","1000","dram","2008","Western calendar year","236299500000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2012","300","dram","1993","Western calendar year","126989900000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2012","1000","dram","2008","Western calendar year","168516800000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2012","300","dram","1993","Western calendar year","168516800000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2012","1000","dram","2008","Western calendar year","1232893000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2012","300","dram","1993","Western calendar year","989460300000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2012","1000","dram","2008","Western calendar year","1232893000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2012","300","dram","1993","Western calendar year","989460300000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2012","1000","dram","2008","Western calendar year","1922805200000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2012","300","dram","1993","Western calendar year","1914505700000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2012","1000","dram","2008","Western calendar year","57817400000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2012","300","dram","1993","Western calendar year","57817400000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2012","1000","dram","2008","Western calendar year","86331000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2012","300","dram","1993","Western calendar year","86331000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2011","300","dram","1993","Western calendar year","125849200000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2011","300","dram","1993","Western calendar year","155181300000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2011","300","dram","1993","Western calendar year","919427600000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2011","300","dram","1993","Western calendar year","919427600000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2011","300","dram","1993","Western calendar year","1775850800000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2011","300","dram","1993","Western calendar year","49871900000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2011","300","dram","1993","Western calendar year","68832100000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2010","300","dram","1993","Western calendar year","91846500000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2010","300","dram","1993","Western calendar year","74599300000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2010","300","dram","1993","Western calendar year","738609400000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2010","300","dram","1993","Western calendar year","738609400000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2010","300","dram","1993","Western calendar year","1572353800000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2010","300","dram","1993","Western calendar year","41307300000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2010","300","dram","1993","Western calendar year","57828300000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2009","300","dram","1993","Western calendar year","88840200000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2009","300","dram","1993","Western calendar year","80775200000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2009","300","dram","1993","Western calendar year","673716800000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2009","300","dram","1993","Western calendar year","673716800000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2009","300","dram","1993","Western calendar year","1406300700000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2009","300","dram","1993","Western calendar year","41119700000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2009","300","dram","1993","Western calendar year","55634300000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2008","300","dram","1993","Western calendar year","89978700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2008","300","dram","1993","Western calendar year","79666700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2008","300","dram","1993","Western calendar year","885628700000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2008","300","dram","1993","Western calendar year","885628700000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2008","300","dram","1993","Western calendar year","1561008800000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2008","300","dram","1993","Western calendar year","20929000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2008","300","dram","1993","Western calendar year","51348800000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2007","300","dram","1993","Western calendar year","85684300000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2007","300","dram","1993","Western calendar year","61377300000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2007","300","dram","1993","Western calendar year","725886900000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2007","300","dram","1993","Western calendar year","725886900000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2007","300","dram","1993","Western calendar year","1399683200000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2007","300","dram","1993","Western calendar year","11458900000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2007","300","dram","1993","Western calendar year","31743000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2006","300","dram","1993","Western calendar year","78100400000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2006","300","dram","1993","Western calendar year","51513600000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2006","300","dram","1993","Western calendar year","640843000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2006","300","dram","1993","Western calendar year","640843000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2006","300","dram","1993","Western calendar year","1221440300000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2006","300","dram","1993","Western calendar year","7192000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2006","300","dram","1993","Western calendar year","19941000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2005","300","dram","1993","Western calendar year","71312000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2005","300","dram","1993","Western calendar year","39950000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2005","300","dram","1993","Western calendar year","510919700000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2005","300","dram","1993","Western calendar year","510919700000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2005","300","dram","1993","Western calendar year","1019693700000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2005","300","dram","1993","Western calendar year","5355300000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2005","300","dram","1993","Western calendar year","16392000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2004","300","dram","1993","Western calendar year","69778700000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2004","200","dram","1993","Western calendar year","69778700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2004","300","dram","1993","Western calendar year","31015700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2004","200","dram","1993","Western calendar year","31015700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2004","300","dram","1993","Western calendar year","449165000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2004","200","dram","1993","Western calendar year","449165000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2004","300","dram","1993","Western calendar year","449165000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2004","200","dram","1993","Western calendar year","449165000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2004","300","dram","1993","Western calendar year","892323600000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2004","200","dram","1993","Western calendar year","753884500000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2004","300","dram","1993","Western calendar year","5477200000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2004","200","dram","1993","Western calendar year","5477200000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2004","300","dram","1993","Western calendar year","11857100000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2004","200","dram","1993","Western calendar year","11857100000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2003","300","dram","1993","Western calendar year","61076100000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2003","200","dram","1993","Western calendar year","61076100000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2003","300","dram","1993","Western calendar year","26409700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2003","200","dram","1993","Western calendar year","26409700000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2003","300","dram","1993","Western calendar year","371555000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2003","200","dram","1993","Western calendar year","371554500000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2003","300","dram","1993","Western calendar year","371555000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2003","200","dram","1993","Western calendar year","371554500000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2003","300","dram","1993","Western calendar year","654175000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2003","200","dram","1993","Western calendar year","654174900000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2003","300","dram","1993","Western calendar year","6463400000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2003","200","dram","1993","Western calendar year","6463400000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2003","300","dram","1993","Western calendar year","6979000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2003","200","dram","1993","Western calendar year","6979000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2002","300","dram","1993","Western calendar year","57047900000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2002","200","dram","1993","Western calendar year","57047900000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2002","300","dram","1993","Western calendar year","19767900000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2002","200","dram","1993","Western calendar year","19767900000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2002","300","dram","1993","Western calendar year","302779000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2002","200","dram","1993","Western calendar year","302778900000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2002","300","dram","1993","Western calendar year","302779000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2002","200","dram","1993","Western calendar year","302778900000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2002","300","dram","1993","Western calendar year","538545000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2002","200","dram","1993","Western calendar year","538544800000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2002","300","dram","1993","Western calendar year","6094100000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2002","200","dram","1993","Western calendar year","6094100000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2002","300","dram","1993","Western calendar year","6216300000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2002","200","dram","1993","Western calendar year","6216300000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2001","300","dram","1993","Western calendar year","55807000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2001","200","dram","1993","Western calendar year","55807000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2001","300","dram","1993","Western calendar year","16412000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2001","200","dram","1993","Western calendar year","16412000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2001","300","dram","1993","Western calendar year","270933000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2001","200","dram","1993","Western calendar year","270933000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2001","300","dram","1993","Western calendar year","270933000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2001","200","dram","1993","Western calendar year","270933000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2001","300","dram","1993","Western calendar year","491898000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2001","200","dram","1993","Western calendar year","491898000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2001","300","dram","1993","Western calendar year","9772000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2001","200","dram","1993","Western calendar year","9772000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2001","300","dram","1993","Western calendar year","8249000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2001","200","dram","1993","Western calendar year","8249000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2000","300","dram","1993","Western calendar year","48118000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","2000","200","dram","1993","Western calendar year","48118000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2000","300","dram","1993","Western calendar year","12940000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","2000","200","dram","1993","Western calendar year","12940000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2000","300","dram","1993","Western calendar year","211149000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2000","200","dram","1993","Western calendar year","211149000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2000","300","dram","1993","Western calendar year","211149000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","2000","200","dram","1993","Western calendar year","211149000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2000","300","dram","1993","Western calendar year","440554000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","2000","200","dram","1993","Western calendar year","440554000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2000","300","dram","1993","Western calendar year","7755000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","2000","200","dram","1993","Western calendar year","7755000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2000","300","dram","1993","Western calendar year","7542000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","2000","200","dram","1993","Western calendar year","7542000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1999","300","dram","1993","Western calendar year","40335000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1999","200","dram","1993","Western calendar year","40335000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1999","300","dram","1993","Western calendar year","11746000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1999","200","dram","1993","Western calendar year","11746000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1999","300","dram","1993","Western calendar year","180238000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1999","200","dram","1993","Western calendar year","180238000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1999","300","dram","1993","Western calendar year","180238000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1999","200","dram","1993","Western calendar year","180238000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1999","300","dram","1993","Western calendar year","423720000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1999","200","dram","1993","Western calendar year","423720000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1999","300","dram","1993","Western calendar year","4438000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1999","200","dram","1993","Western calendar year","4438000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1999","300","dram","1993","Western calendar year","6939000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1999","200","dram","1993","Western calendar year","6939000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1998","300","dram","1993","Western calendar year","36159000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1998","200","dram","1993","Western calendar year","36159000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1998","300","dram","1993","Western calendar year","11058000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1998","200","dram","1993","Western calendar year","11058000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1998","300","dram","1993","Western calendar year","191184000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1998","200","dram","1993","Western calendar year","191184000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1998","300","dram","1993","Western calendar year","191184000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1998","200","dram","1993","Western calendar year","191184000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1998","300","dram","1993","Western calendar year","394433000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1998","200","dram","1993","Western calendar year","394433000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1998","300","dram","1993","Western calendar year","3432000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1998","200","dram","1993","Western calendar year","3432000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1998","300","dram","1993","Western calendar year","6001000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1998","200","dram","1993","Western calendar year","6001000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1997","300","dram","1993","Western calendar year","31970000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1997","200","dram","1993","Western calendar year","31970000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1997","300","dram","1993","Western calendar year","9475000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1997","200","dram","1993","Western calendar year","9475000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1997","300","dram","1993","Western calendar year","161105000000","1"
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1997","200","dram","1993","Western calendar year","161105000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1997","300","dram","1993","Western calendar year","161105000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1997","200","dram","1993","Western calendar year","161105000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1997","300","dram","1993","Western calendar year","336083000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1997","200","dram","1993","Western calendar year","336083000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1997","300","dram","1993","Western calendar year","1449000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1997","200","dram","1993","Western calendar year","1449000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1997","300","dram","1993","Western calendar year","1365000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1997","200","dram","1993","Western calendar year","1365000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1996","200","dram","1993","Western calendar year","28842000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","Compensation of employees","D.1","1996","200","dram","1993","Western calendar year","6801000000",""
"Armenia","4.6","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1996","200","dram","1993","Western calendar year","150503000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","OPERATING SURPLUS, GROSS","B.2g","1996","200","dram","1993","Western calendar year","150503000000","1"
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Compensation of employees","D.1","1996","200","dram","1993","Western calendar year","264379000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Resources","Property income","D.4","1996","200","dram","1993","Western calendar year","901000000",""
"Armenia","4.6","II.1.2 Allocation of primary income account - Uses","Property income","D.4","1996","200","dram","1993","Western calendar year","1856000000",""
"Armenia","4.6","I. Production account - Uses","Less: Consumption of fixed capital","K.1","1995","200","dram","1993","Western calendar year","19330000000",""
